logradouro,numero,bairro,cep,cidade,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,anuncio_criado,tipo_anuncio,preco_venda,taxa_condominio,periodicidade,preco_aluguel,iptu_ano
Rua Entá,301,Alto da Mooca,03195010,São Paulo,Casa de dois andares,360,4,2,6,3,2017-12-26,Venda,630000,0,NA,NA,0
Rua Batataes,308,Jardim Paulista,01423010,São Paulo,Flat,44,1,1,1,1,2019-02-14,Venda,455000,742,NA,NA,112
Avenida Doutor Eduardo Cotching,1,Vila Formosa,00000000,São Paulo,Apartamento,260,2,3,3,4,2016-11-23,Venda,1120000,NA,NA,NA,NA
Alameda Campinas,1213,Jardins,01404001,São Paulo,Flat,33,1,1,1,1,2018-08-22,Locação,1225,979,MONTHLY,2205,70
Rua Batataes,324,Jardim Paulista,01423010,São Paulo,Apartamento,100,2,1,2,2,2018-04-14,Locação,3849,560,MONTHLY,4410,NA
Rua José Maria Lisboa,202,Jardim Paulista,01423000,São Paulo,Flat,30,1,0,1,1,2017-04-28,Locação,941,1060,MONTHLY,2001,98
Rua Japuruchita,137,Alto da Mooca,03128070,São Paulo,Casa de dois andares,300,4,1,3,2,2017-04-14,Venda,564900,NA,NA,NA,2100
Rua Teixeira da Silva,251,Paraíso,04002030,São Paulo,Apartamento,213,2,2,3,1,2019-02-14,Venda,1054060,NA,NA,NA,NA
Rua Nebulosa,1,Vila Formosa,03371020,São Paulo,Loteamento Comercial,500,NA,NA,NA,NA,2016-11-05,Venda,1050000,NA,NA,NA,0
Alameda Campinas,960,Jardim Paulista,01424001,São Paulo,Apartamento,134,3,0,3,1,2018-12-10,Venda,840000,671,NA,NA,205
Alameda Joaquim Eugênio de Lima,1118,Jardim Paulista,01403002,São Paulo,Apartamento,190,3,1,3,1,2018-11-27,Locação,5250,1431,MONTHLY,6681,536
Rua José Maria Lisboa,330,Jardim Paulista,01423001,São Paulo,Apartamento,133,2,3,3,2,2018-06-06,Venda,1712040,NA,NA,NA,NA
Rua Japuruchita,281,Alto da Mooca,03128070,São Paulo,Casa,140,4,2,3,2,2017-12-05,Venda,770000,0,NA,NA,196
NA,NA,Jardim Paulista,NA,São Paulo,Apartamento,55,1,1,1,1,2018-04-17,Venda,514499,889,NA,NA,NA
Rua Batataes,NA,Jardim Paulista,01423010,São Paulo,Apartamento,34,1,1,1,1,2019-02-08,Locação,2450,448,MONTHLY,2898,70
Rua Agostinho Gomes,7,Ipiranga,04206000,São Paulo,Apartamento,68,2,1,2,1,2018-07-02,Venda,418600,NA,NA,NA,NA
Rua Carlos Venturi,238,Mooca,03123050,São Paulo,Apartamento,504,0,5,5,7,2017-10-09,Venda,1365000,3430,NA,NA,1295
Rua Sampaio Vidal,NA,Jardim Paulistano,01443000,São Paulo,Casa de dois andares,340,6,1,4,2,2017-06-07,Venda,2940000,NA,NA,NA,2229
Rua Batataes,558,Jardim Paulista,01423010,São Paulo,Flat,40,1,1,1,1,2017-11-24,Locação,2029,70,MONTHLY,2100,630
NA,NA,Jardim Paulista,NA,São Paulo,Flat,35,1,NA,1,1,2018-09-28,Locação,700,1050,MONTHLY,1750,140
Rua Batataes,558,Jardim Paulista,01423010,São Paulo,Flat,45,1,1,1,1,2018-05-25,Venda,392000,1029,NA,NA,70
Rua Pamplona,1445,Jardins,01405002,São Paulo,Escritório,30,2,0,0,1,2017-12-26,Venda,336000,1190,NA,NA,186
Rua Teixeira da Silva,251,Paraíso,04002030,São Paulo,Apartamento,140,0,1,3,1,2017-09-15,Venda,707000,1085,NA,NA,0
Alameda Joaquim Eugênio de Lima,NA,Jardim Paulista,01403002,São Paulo,Apartamento,130,3,1,3,1,2019-01-17,Venda,756000,979,NA,NA,182
Avenida Nove de Julho,NA,Jardim Paulista,01407000,São Paulo,Flat,12,1,1,1,1,2018-05-17,Venda,182000,0,NA,NA,0
Rua Batataes,586,Jardim Paulista,01423010,Rua Maranhão,Apartamento,407,6,4,4,5,2019-01-31,Venda,7357909,0,NA,NA,0
Rua Batataes,558,Jardim Paulista,01423010,São Paulo,Flat,40,1,0,1,1,2018-04-25,Locação,1662,909,MONTHLY,2572,87
Rua Batataes,558,Jardim Paulista,01423010,São Paulo,Flat,40,1,0,1,1,2016-07-22,Locação,1242,909,MONTHLY,2152,87
Rua Batataes,586,Jardim Paulista,01423010,São Paulo,Apartamento,408,5,4,4,5,2018-11-30,Venda,5461610,0,NA,NA,0
Rua José Maria Lisboa,465,Jardim Paulista,01402050,São Paulo,Apartamento,160,3,1,3,1,2018-07-27,Locação,2520,1281,MONTHLY,3800,223
Rua Carlos Venturi,238,Mooca,03123050,São Paulo,Cobertura,504,7,5,5,7,2017-04-13,Venda,1750000,4059,NA,NA,1295
Avenida Paulista,91,Bela Vista,01311000,São Paulo,Comercial,38,1,NA,NA,1,2017-08-31,Venda,770000,475,NA,NA,350
NA,NA,Jardim Paulista,NA,São Paulo,Apartamento,195,3,3,3,2,2018-07-23,Locação,8400,3325,MONTHLY,11725,770
Rua Groenlândia,1785,Jardim América,01434100,São Paulo,Casa de dois andares,1200,8,4,4,4,2018-11-08,Locação,28699,0,MONTHLY,28699,5295
Rua Juventus,NA,Parque da Mooca,03124020,São Paulo,Apartamento,105,1,0,2,1,2016-01-08,Locação,1400,NA,MONTHLY,1400,NA
Rua Augusto de Toledo,NA,Aclimação,01542020,São Paulo,Apartamento,145,5,4,4,2,2017-04-13,Venda,546000,1889,NA,NA,4516
Alameda Santos,734,Cerqueira César,01419001,São Paulo,Apartamento,136,3,NA,3,1,2017-05-03,Venda,770000,979,NA,NA,88
Rua Treze de Maio,1590,Bela Vista,01327001,São Paulo,Apartamento,90,2,0,2,1,2017-07-16,Venda,595000,576,NA,NA,70
Rua Carlos Sampaio,157,Bela Vista,01333021,São Paulo,Flat,90,1,1,1,2,2019-02-14,Venda,728000,1610,NA,NA,251
Alameda Campinas,701,Jardim Paulista,01404001,São Paulo,Apartamento,96,2,1,1,2,2016-05-26,Venda,896000,NA,NA,NA,NA
Rua Píres da Mota,735,Liberdade,00000000,São Paulo,Apartamento,87,2,1,2,1,2017-04-26,Venda,441000,616,NA,NA,84
Rua Carlos Sampaio,157,Bela Vista,01333021,São Paulo,Flat,51,1,1,1,1,2017-05-07,Locação,1456,700,MONTHLY,2156,84
Travessa Aral Moreira,NA,Vila Formosa,03358160,São Paulo,Casa de dois andares,200,2,1,4,4,2017-08-17,Venda,840000,NA,NA,NA,NA
Rua Paulo Orozimbo,34,Cambuci,01535000,São Paulo,Apartamento,80,2,1,2,2,2017-11-08,Venda,535500,350,NA,NA,0
Alameda Campinas,720,Jardim Paulista,01404001,São Paulo,Flat,116,1,1,2,2,2019-01-25,Locação,2657,1754,MONTHLY,4412,207
Alameda Fernão Cardim,376,Jardim Paulista,01403020,São Paulo,Apartamento,123,3,1,3,2,2018-12-01,Venda,1039149,1050,NA,NA,161
Praça Amadeu Amaral,116,Bela Vista,01327010,São Paulo,Apartamento,150,3,NA,3,1,2018-11-09,Locação,2940,1036,MONTHLY,3975,280
Avenida Paulista,500,Bela Vista,01310000,São Paulo,Comercial,449,4,0,0,12,2018-10-24,Locação,34583,9401,MONTHLY,43985,4665
Rua Carlos Sampaio,157,Bela Vista,01333021,São Paulo,Flat,50,1,1,1,1,2017-05-07,Locação,1435,909,MONTHLY,2345,105
Alameda Campinas,720,Jardim Paulista,01404001,São Paulo,Flat,141,1,1,3,2,2017-11-28,Locação,9100,1411,MONTHLY,10511,224
Rua Jacaracanga,91,Vila Formosa,03358140,São Paulo,Apartamento,172,3,1,4,3,2018-10-23,Venda,413000,0,NA,NA,NA
Rua Dona Vitória Speers,NA,Vila Formosa,03359000,São Paulo,Casa,183,3,3,3,2,2017-04-28,Venda,686000,0,NA,NA,0
Avenida Salim Farah Maluf,4360,Vila Oratorio,03157201,São Paulo,Comercial,1213,0,0,0,0,2019-01-11,Locação,13650,0,MONTHLY,13650,1839
Rua Campo Largo,272,Mooca,03186010,São Paulo,Apartamento,85,2,1,3,2,2018-06-29,Venda,482999,NA,NA,NA,NA
Rua Ouvidor Portugal,74,Vila Monumento,01551000,São Paulo,Apartamento,80,2,0,2,0,2017-11-25,Venda,237999,105,NA,NA,0
Alameda Gabriel Monteiro da Silva,NA,Jardim América,01442002,São Paulo,Escritório,450,3,1,4,4,2018-10-19,Locação,17500,NA,MONTHLY,17500,700
Alameda Campinas,540,Jardim Paulista,01404000,São Paulo,Flat,29,1,0,1,1,2017-07-14,Locação,1120,840,MONTHLY,1959,140
Rua Conde Prates,NA,Parque da Mooca,03122000,São Paulo,Apartamento,64,1,1,2,2,2018-11-13,Venda,430500,385,NA,NA,98
Avenida Paulista,NA,Bela Vista,01310200,São Paulo,Escritório,95,1,0,0,2,2018-12-26,Locação,6580,1309,MONTHLY,7888,830
Alameda Campinas,540,Jardim Paulista,01404000,São Paulo,Flat,30,1,1,1,1,2017-05-20,Venda,210000,0,NA,NA,0
Alameda Lorena,1157,Cerqueira César,01424004,São Paulo,Flat,41,1,1,1,1,2017-11-24,Locação,2100,630,MONTHLY,2730,70
Alameda Campinas,540,Jardim Paulista,01404000,São Paulo,Flat,30,1,1,1,1,2017-11-24,Locação,1260,909,MONTHLY,2170,70
Rua Cadiriri,158,Parque da Mooca,03109040,São Paulo,Depósito,1548,NA,NA,NA,NA,2019-02-16,Locação,28000,NA,MONTHLY,28000,NA
Rua Almirante Pestana,NA,Vila Monumento,01552060,São Paulo,Apartamento,90,2,0,2,1,2017-05-10,Venda,273000,406,NA,NA,0
Avenida Rebouças,2300,Pinheiros,05402200,São Paulo,Apartamento,30,2,NA,1,1,2017-11-02,Venda,322000,NA,NA,NA,NA
Rua Marquês do Lavradio,NA,Jardim Vila Formosa,03470020,São Paulo,Casa de dois andares,127,3,1,3,2,2017-09-13,Venda,482999,NA,NA,NA,NA
Rua Camberra,752,Vila Formosa,03357010,São Paulo,Apartamento,50,1,NA,2,1,2018-12-06,Venda,280000,NA,NA,NA,NA
Rua Birigui,90,Jardim Vila Formosa,03470120,São Paulo,Apartamento,55,2,1,2,1,2018-02-03,Venda,208600,244,NA,NA,56
Rua Irmã Clotilde,NA,Vila Formosa,03365060,São Paulo,Condomínio,65,2,2,2,1,2018-11-22,Venda,202998,0,NA,NA,0
Rua Campo Largo,369,Vila Bertioga,03186010,São Paulo,Apartamento,142,4,3,3,3,2017-06-27,Venda,892500,840,NA,NA,315
NA,NA,Vila Invernada,NA,São Paulo,Apartamento,105,4,2,4,1,2017-03-27,Venda,455000,576,NA,NA,0
Alameda Gabriel Monteiro da Silva,NA,Jardim América,01441002,São Paulo,Casa de dois andares,763,1,2,4,15,2018-10-25,Venda,3430000,NA,NA,NA,NA
Praça Marquês de Nazaré,NA,Vila Formosa,00000000,São Paulo,Casa,180,4,3,3,6,2016-12-02,Venda,489999,NA,NA,NA,NA
Rua Quixadá,153,Chácara Belenzinho,03350060,São Paulo,Casa de dois andares,160,4,1,3,3,2017-04-13,Venda,595000,NA,NA,NA,84
Rua Irmã Clotilde,NA,Vila Formosa,03365060,São Paulo,Casa de dois andares,63,1,0,2,1,2018-05-25,Venda,203000,35,NA,NA,70
Rua Rego Barros,1155,Jardim Vila Formosa,03460000,São Paulo,Apartamento,50,1,0,2,1,2017-05-25,Venda,217000,280,NA,NA,42
Rua Ferreira de Araújo,1000,Pinheiros,05428000,São Paulo,Apartamento,170,1,1,2,2,2018-09-06,Venda,962926,723,NA,NA,359
Rua Emiliano Cardoso de Mello,70,Vila Butantã,05360000,São Paulo,Apartamento,69,0,1,3,1,2017-06-27,Venda,294000,0,NA,NA,0
Rua Divinésia,NA,Rio Pequeno,05386230,São Paulo,Casa,400,5,1,3,4,2018-10-11,Venda,408100,0,NA,NA,270
Avenida Paulista,NA,Bela Vista,01311200,São Paulo,Escritório,45,1,0,0,0,2017-10-03,Locação,1959,403,MONTHLY,2363,NA
Rua Modesto Tavares de Lima,68,Butantã,05507010,São Paulo,Loteamento Residencial,NA,0,0,0,0,2016-08-24,Venda,1000999,0,NA,NA,0
Alameda Lorena,1157,Cerqueira César,01424001,São Paulo,Flat,40,1,0,1,1,2018-02-21,Venda,420000,0,NA,NA,0
Alameda Santos,981,Jardins,01419001,São Paulo,Flat,29,1,1,1,1,2018-09-11,Locação,1402,987,MONTHLY,2389,128
Avenida Brigadeiro Faria Lima,900,Pinheiros,01452001,São Paulo,Escritório,1673,12,0,0,52,2018-11-19,Locação,87832,46844,MONTHLY,134676,14779
Avenida Paulista,NA,Bela Vista,01311000,São Paulo,Comercial,40,1,NA,NA,1,2018-11-01,Venda,343000,339,NA,NA,84
Alameda Campinas,540,Jardim Paulista,01404000,São Paulo,Apartamento,30,1,1,1,0,2018-11-23,Locação,1470,964,MONTHLY,2434,155
Alameda Santos,981,Cerqueira César,01419001,São Paulo,Flat,28,1,0,1,1,2018-12-04,Locação,1522,836,MONTHLY,2359,91
Alameda Campinas,540,Jardim Paulista,01404000,São Paulo,Flat,32,1,1,1,1,2017-11-24,Locação,1750,630,MONTHLY,2380,70
Rua Ferreira de Araújo,1000,Pinheiros,05428000,São Paulo,Apartamento,99,2,2,2,3,2018-11-23,Venda,1013298,489,NA,NA,168
Rua Jardel Filho,NA,Jardim Nossa Senhora do Carmo,08270620,São Paulo,Casa de dois andares,260,3,1,4,4,2018-03-13,Venda,1120000,0,NA,NA,0
Alameda Santos,981,Cerqueira César,01419000,São Paulo,Flat,30,1,NA,1,1,2019-02-23,Venda,279930,840,NA,NA,129
Rua Ferreira de Araújo,1000,Pinheiros,05428002,São Paulo,Apartamento,168,2,1,2,2,2019-02-23,Venda,962499,712,NA,NA,3
Rua Artur de Azevedo,1767,Pinheiros,05404002,São Paulo,Escritório,35,1,0,0,1,2018-09-29,Locação,1540,546,MONTHLY,2086,1750
Avenida Paulista,NA,Bela Vista,01310200,São Paulo,Escritório,669,6,NA,NA,13,2019-01-30,Locação,31499,6740,MONTHLY,38240,4632
Rua José Alves Cunha Lima,NA,Vila Butantã,05360050,São Paulo,Apartamento,65,1,0,3,1,2018-10-21,Locação,1190,407,MONTHLY,1597,103
Rua Doutor Artur Neiva,60,Vila Universitaria,05359200,São Paulo,Casa,80,2,NA,2,1,2018-04-21,Venda,289380,NA,NA,NA,NA
Avenida do Rio Pequeno,NA,Rio Pequeno,05379000,São Paulo,Loja,535,6,0,0,0,2018-11-09,Venda,1750000,0,NA,NA,11900
Avenida Paulista,NA,Bela Vista,01311300,São Paulo,Escritório,172,5,0,0,7,2018-01-25,Venda,2029999,3500,NA,NA,1400
Rua Antônio Bicudo,NA,Pinheiros,05418010,São Paulo,Escritório,331,5,0,0,0,2018-10-04,Locação,10500,NA,MONTHLY,10500,942
Rua Carnaval,NA,Fazenda Aricanduva,08275740,São Paulo,Casa de dois andares,260,4,1,3,2,2018-03-13,Venda,336000,0,NA,NA,78
Avenida Paulista,807,Bela Vista,01311915,São Paulo,Comercial,100,2,0,0,1,2018-08-22,Venda,700000,1363,NA,NA,778
Avenida Paulista,NA,Bela Vista,01311911,São Paulo,Escritório,464,2,0,0,4,2018-07-27,Locação,24500,3894,MONTHLY,28394,98
Rua Padre João Manuel,1039,Cerqueira César,01411001,São Paulo,Apartamento,357,3,1,4,2,2018-09-28,Venda,3360000,2660,NA,NA,909
Rua do Oratório,1851,Mooca,03117000,São Paulo,Apartamento,48,1,NA,2,1,2018-12-04,Venda,273000,NA,NA,NA,NA
Avenida Paulista,00,Bela Vista,01310300,São Paulo,Loteamento Residencial,1000,0,0,0,0,2018-09-19,Venda,41993000,140,NA,NA,489
Alameda Santos,981,Cerqueira César,01419001,São Paulo,Flat,30,1,0,1,1,2017-08-24,Venda,244999,0,NA,NA,0
Avenida Paes de Barros,NA,Mooca,03115020,São Paulo,Apartamento,230,4,2,4,3,2018-11-20,Venda,735000,1330,NA,NA,579
Avenida Paes de Barros,NA,Mooca,03114000,São Paulo,Apartamento,88,1,NA,2,1,2018-06-14,Venda,420000,665,NA,NA,NA
Alameda Casa Branca,788,Jardim Paulista,01408000,São Paulo,Apartamento,262,2,2,4,2,2019-01-31,Locação,7000,1750,MONTHLY,8750,620
Rua Cardeal Arcoverde,2450,Pinheiros,05407001,São Paulo,Escritório,292,5,0,0,8,2018-07-06,Locação,13293,3500,MONTHLY,16793,2100
Rua Cardeal Arcoverde,2365,Pinheiros,05407003,São Paulo,Escritório,116,2,0,0,4,2017-04-13,Locação,8932,1218,MONTHLY,10150,568
Avenida Paes de Barros,NA,Mooca,03114000,São Paulo,Apartamento,86,1,0,3,1,2015-02-09,Venda,385000,444,NA,NA,NA
Rua Cardeal Arcoverde,2450,Pinheiros,05407001,São Paulo,Escritório,300,5,0,0,7,2019-01-11,Locação,14699,5250,MONTHLY,19950,0
Avenida Paulista,NA,Bela Vista,01311200,São Paulo,Escritório,108,2,0,0,1,2015-06-13,Venda,840000,686,NA,NA,350
Praça Santo Arsênio,75,Vila Formosa,03358090,São Paulo,Casa de dois andares,220,5,2,3,3,2018-11-19,Venda,840000,0,NA,NA,256
Rua do Oratório,1851,Mooca,03116000,São Paulo,Apartamento,46,1,0,2,1,2019-01-31,Locação,1204,322,MONTHLY,1526,0
Rua Maestro Cardim,476,Bela Vista,01323001,São Paulo,Apartamento,45,2,0,1,1,2017-07-07,Venda,336000,521,NA,NA,28
Rua Vergueiro,437,Liberdade,01504001,São Paulo,Comercial,32,1,0,0,0,2019-02-13,Locação,1959,196,MONTHLY,2156,46
Rua São Carlos do Pinhal,87,Bela Vista,01333001,São Paulo,Flat,29,1,1,1,1,2019-01-24,Venda,171500,0,NA,NA,0
Rua São Carlos do Pinhal,87,Bela Vista,01333001,São Paulo,Flat,24,1,1,1,1,2017-01-27,Venda,244999,1610,NA,NA,NA
Alameda Lorena,NA,Jardim Paulista,01424000,São Paulo,Apartamento,345,5,3,4,2,2018-12-17,Venda,3723999,2520,NA,NA,979
Alameda Casa Branca,774,Jardim Paulista,01408000,São Paulo,Apartamento,230,1,1,3,2,2018-10-14,Venda,2240000,1750,NA,NA,5040
Avenida Montemagno,501,Vila Formosa,03371000,São Paulo,Apartamento,124,3,1,3,2,2018-09-13,Venda,735000,350,NA,NA,2450
Praça Canárias,128,Vila Formosa,03359120,São Paulo,Apartamento,80,2,1,3,2,2018-10-31,Venda,482299,NA,NA,NA,0
Rua José Getúlio,67,Liberdade,01509001,São Paulo,Kitnet,25,1,0,1,0,2018-11-07,Venda,177800,364,NA,NA,24
Alameda Casa Branca,NA,Jardins,01408000,São Paulo,Apartamento,224,6,2,4,3,2017-08-05,Venda,1924999,2520,NA,NA,1064
Rua Cardeal Arcoverde,2450,Pinheiros,05408003,São Paulo,Escritório,45,1,0,0,1,2015-10-06,Venda,402500,196,NA,NA,17
Rua Ourinhos,432,Vila Bertioga,03186040,São Paulo,Casa,70,1,NA,1,NA,2017-04-14,Venda,224350,NA,NA,NA,0
Avenida Paulista,726,Bela Vista,01310000,São Paulo,Comercial,90,2,NA,NA,NA,2018-06-20,Locação,4200,770,MONTHLY,4970,206
Rua Pires da Mota,277,Aclimação,01529001,São Paulo,Apartamento,75,1,0,2,0,2018-12-05,Venda,230999,259,NA,NA,0
Rua Tatuí,84,Jardim Paulista,01409010,São Paulo,Apartamento,176,4,3,3,3,2018-11-20,Venda,1377600,1994,NA,NA,1099
Rua Conde Prates,1,Parque da Mooca,03122000,São Paulo,Apartamento,181,5,3,3,3,2017-08-31,Venda,1155000,808,NA,NA,0
Rua Chagu,NA,Vila Formosa,03357020,São Paulo,Condomínio,180,4,3,3,2,2018-08-24,Venda,629300,0,NA,NA,0
Rua Desembargador Paulo Costa,33,Parque da Mooca,03122040,São Paulo,Comercial,350,3,NA,NA,NA,2018-09-27,Venda,910000,NA,NA,NA,NA
Alameda Lorena,NA,Jardim Paulista,01424006,São Paulo,Flat,42,1,1,1,1,2018-06-29,Locação,1470,840,MONTHLY,2310,91
Alameda Lorena,NA,Jardim Paulista,01424001,São Paulo,Apartamento,140,3,1,3,1,2018-10-30,Locação,3500,1610,MONTHLY,5110,175
Alameda Casa Branca,NA,Jardins,01408001,São Paulo,Apartamento,170,4,0,3,2,2017-02-10,Locação,5950,1190,MONTHLY,7140,352
Rua Pamplona,1018,Jardim Paulista,01405001,São Paulo,Escritório,110,2,0,0,2,2019-02-04,Locação,4200,1400,MONTHLY,5600,560
NA,NA,Vila Formosa,NA,São Paulo,Apartamento,73,0,0,3,2,2017-12-21,Venda,322000,280,NA,NA,28
Avenida Montemagno,501,Vila Formosa,03371000,São Paulo,Apartamento,98,2,1,3,2,2017-04-13,Venda,556500,420,NA,NA,168
Rua Tatuí,46,Jardim Paulista,01409010,São Paulo,Apartamento,192,2,1,3,1,2017-09-23,Venda,1463000,1750,NA,NA,454
Alameda Lorena,NA,Jardim Paulista,01424006,São Paulo,Apartamento,208,3,1,3,2,2019-02-08,Venda,1799000,NA,NA,NA,NA
Alameda Campinas,676,Jardim Paulista,01404001,São Paulo,Flat,35,1,NA,1,1,2018-06-21,Locação,1386,770,MONTHLY,2156,70
Alameda Jaú,511,Jardim Paulista,01420000,São Paulo,Apartamento,84,1,NA,2,1,2018-06-29,Venda,609000,NA,NA,NA,NA
Rua Chagu,NA,Vila Formosa,03357020,São Paulo,Casa de dois andares,180,0,3,3,2,2018-05-27,Venda,622300,0,NA,NA,0
Rua Pamplona,NA,Jardim Paulista,01405001,São Paulo,Escritório,78,0,0,0,0,2019-02-13,Venda,385000,840,NA,NA,62
Rua Pamplona,NA,Jardim Paulista,01405100,São Paulo,Escritório,42,1,NA,NA,2,2017-04-27,Venda,484399,588,NA,NA,0
NA,NA,Vila Formosa,NA,São Paulo,Apartamento,128,3,1,3,2,2017-04-24,Venda,455000,770,NA,NA,NA
Rua Paulina,744,Água Rasa,03370040,São Paulo,Condomínio,100,2,1,3,2,2019-02-23,Venda,532000,458,NA,NA,77
Avenida Montemagno,501,Vila Formosa,03371000,São Paulo,Apartamento,124,3,1,3,2,2018-10-26,Venda,805000,535,NA,NA,269
Alameda Lorena,1014,Jardim Paulista,01424001,São Paulo,Flat,27,1,1,1,1,2019-02-23,Locação,1903,385,MONTHLY,2289,21
Rua Doutor Fausto Ferraz,NA,Bela Vista,01333030,São Paulo,Apartamento,110,3,1,3,1,2018-05-22,Venda,770000,868,NA,NA,158
Rua João Teixeira da Silva,199,Vila Invernada,03348040,São Paulo,Casa de dois andares,245,3,1,3,7,2018-09-15,Venda,525000,0,NA,NA,0
Rua José Maria Lisboa,1020,Jardim Paulista,01423000,São Paulo,Casa,150,3,1,3,1,2019-01-31,Venda,1610000,665,NA,NA,210
Alameda Lorena,NA,Jardim Paulista,01424006,São Paulo,Apartamento,118,3,1,3,1,2019-02-07,Venda,1106000,1470,NA,NA,209
Alameda Jaú,712,Jardim Paulista,01420000,São Paulo,Apartamento,130,3,1,3,2,2017-09-07,Venda,840000,1050,NA,NA,175
Alameda Ministro Rocha Azevedo,976,Jardim America,01410002,São Paulo,Apartamento,127,1,1,3,1,2018-10-30,Locação,3849,1062,MONTHLY,4912,182
Rua Martiniano de Carvalho,934,Bela Vista,01321001,São Paulo,Apartamento,167,2,1,3,1,2018-10-27,Locação,2660,1085,MONTHLY,3744,125
Rua Pamplona,NA,Jardim Paulista,01405001,São Paulo,Apartamento,60,1,0,1,1,2018-11-06,Venda,419300,420,NA,NA,0
Rua Bueno de Andrade,NA,Aclimação,01526000,São Paulo,Apartamento,50,1,NA,2,1,2019-01-14,Venda,357000,301,NA,NA,0
Rua Miguel Teles Júnior,276,Cambuci,01540040,São Paulo,Apartamento,70,1,0,2,1,2018-10-23,Venda,371000,375,NA,NA,0
Rua Bueno de Andrade,NA,Aclimação,01526000,São Paulo,Apartamento,50,1,NA,2,1,2018-11-23,Venda,301000,322,NA,NA,NA
NA,NA,Vila Formosa,NA,São Paulo,Apartamento,64,2,1,3,1,2018-11-15,Venda,336000,350,NA,NA,87
Alameda Jaú,555,Jardim Paulista,01420001,São Paulo,Apartamento,160,6,3,4,3,2018-12-06,Venda,1322300,1260,NA,NA,434
Alameda Franca,425,Cerqueira César,01422001,São Paulo,Apartamento,210,4,1,3,1,2017-11-04,Venda,1750000,1524,NA,NA,454
Rua Artur Prado,621,Bela Vista,01322000,São Paulo,Apartamento,180,5,3,4,3,2018-08-28,Venda,2310000,1155,NA,NA,385
NA,NA,Vila Formosa,NA,São Paulo,Depósito,850,6,0,0,0,2018-10-20,Venda,1854999,0,NA,NA,NA
NA,NA,Vila Formosa,NA,São Paulo,Casa de dois andares,140,2,1,4,5,2017-04-13,Venda,593600,NA,NA,NA,NA
Rua Bueno de Andrade,674,Liberdade,01526000,São Paulo,Apartamento,32,1,NA,1,NA,2017-06-25,Venda,162400,259,NA,NA,70
Rua Pamplona,NA,Jardim Paulista,01405000,São Paulo,Escritório,46,1,0,0,2,2019-01-31,Venda,404827,451,NA,NA,240
Alameda Itu,265,Jardim Paulista,01421003,São Paulo,Apartamento,96,2,NA,2,2,2018-11-14,Venda,875000,1031,NA,NA,196
Alameda Itu,254,Cerqueira César,01421000,São Paulo,Apartamento,175,1,1,4,1,2018-11-23,Venda,979999,1400,NA,NA,294
Rua Convenção de Itu,NA,Jardim Paulista,01421010,São Paulo,Apartamento,135,1,0,2,0,2017-07-07,Venda,686000,770,NA,NA,89
Alameda Itu,254,Cerqueira César,01421000,São Paulo,Apartamento,177,3,1,3,3,2018-06-26,Venda,979999,1680,NA,NA,329
Alameda Franca,260,Jardim Paulista,01422000,São Paulo,Apartamento,110,3,0,3,1,2019-02-08,Venda,637000,1316,NA,NA,189
Rua Bueno de Andrade,NA,Aclimação,01526000,São Paulo,Apartamento,69,1,1,3,1,2018-11-13,Venda,448000,359,NA,NA,70
Rua Dona Ana Neri,1345,Cambuci,01522000,São Paulo,Apartamento,40,1,0,2,0,2018-07-17,Venda,140000,0,NA,NA,0
NA,NA,Vila Formosa,NA,São Paulo,Apartamento,65,1,0,2,1,2019-01-15,Venda,371000,441,NA,NA,49
Alameda Jaú,731,Jardim Paulista,01420002,São Paulo,Apartamento,142,0,1,3,1,2017-06-20,Venda,1155000,1120,NA,NA,140
Rua Pamplona,976,Jardim Paulista,01405001,São Paulo,Apartamento,93,2,NA,2,NA,2017-04-20,Venda,472499,475,NA,NA,454
Alameda Campinas,646,Jardim Paulista,01404001,São Paulo,Escritório,196,4,0,0,1,2017-08-18,Locação,5950,1750,MONTHLY,7699,350
Alameda Franca,386,Jardim Paulista,01422001,São Paulo,Apartamento,120,0,1,2,1,2018-02-20,Venda,1038799,630,NA,NA,1260
Rua François Coty,128,Cambuci,01524030,São Paulo,Apartamento,40,1,1,2,0,2018-03-25,Venda,143500,161,NA,NA,56
Rua Oscar Freire,416,Jardim Paulista,01426001,São Paulo,Apartamento,153,1,NA,3,1,2019-01-31,Venda,1599500,1085,NA,NA,2240
Alameda Casa Branca,NA,Jardins,01408000,São Paulo,Apartamento,168,3,1,3,1,2018-09-21,Locação,6650,1344,MONTHLY,7994,369
Alameda Franca,386,Jardim Paulista,01422000,São Paulo,Apartamento,120,1,1,2,1,2018-11-23,Venda,965999,650,NA,NA,147
Rua João Teixeira da Silva,NA,Vila Invernada,03348040,São Paulo,Apartamento,78,2,1,3,2,2017-04-13,Venda,399000,0,NA,NA,0
Rua José Maria Lisboa,1000,Jardim Paulista,01423001,São Paulo,Flat,66,2,1,1,1,2019-02-14,Locação,3018,2240,MONTHLY,5258,341
Alameda Campinas,474,Jardim Paulista,01404000,São Paulo,Apartamento,48,1,0,1,1,2018-12-07,Locação,3150,770,MONTHLY,3919,266
Avenida Paulista,967,Bela Vista,01310000,São Paulo,Comercial,299,0,0,0,6,2018-03-16,Locação,12250,5779,MONTHLY,18029,2682
